person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ID
22,120000,2,0.0,2,4,16800,15.62,0,0.14,1,4,14939
30,21600,3,4.0,1,2,5000,11.71,0,0.23,1,7,23101
29,35000,1,11.0,4,3,4200,12.99,0,0.12,1,8,28098
22,29280,2,0.0,2,3,12000,11.66,1,0.41,2,3,3095
37,54000,2,1.0,2,4,3500,16.89,1,0.06,2,13,30426
22,57600,1,,2,1,1500,5.99,0,0.03,1,3,8395
36,100671,2,6.0,4,2,12000,,0,0.12,1,14,31373
23,100000,3,5.0,2,1,5000,6.03,0,0.05,1,2,5661
24,26000,3,1.0,4,2,12250,11.49,1,0.47,1,2,13239
28,48000,3,11.0,4,1,9000,8.59,0,0.19,1,7,23534
23,47000,2,1.0,1,1,6000,5.99,0,0.13,1,2,5852
25,44000,3,1.0,4,4,8000,12.92,1,0.18,1,4,8969
37,178008,3,12.0,5,2,7500,11.14,0,0.04,1,11,30375
28,44000,3,3.0,2,5,17500,,1,0.4,1,10,18504
31,75000,3,1.0,3,3,10000,13.47,0,0.13,1,5,28253
28,225000,2,12.0,5,2,6000,11.12,0,0.03,1,7,27682
25,75000,3,4.0,4,1,7000,7.49,0,0.09,1,2,7169
26,55000,2,2.0,4,1,11300,7.29,0,0.21,1,4,7920
22,33948,3,4.0,4,1,10000,8.32,1,0.29,1,2,10720
27,43500,2,0.0,4,2,1200,,0,0.03,1,5,20727
25,95000,3,8.0,3,2,8000,10.99,0,0.08,1,3,9495
24,100000,2,8.0,3,4,17400,16.07,0,0.17,2,4,14135
30,59497,2,4.0,4,4,17000,16.89,1,0.24,1,8,24671
21,30000,3,5.0,1,2,7500,9.99,0,0.25,1,4,8209
28,32500,3,0.0,4,1,8250,7.51,0,0.25,1,10,23322
24,34000,3,3.0,3,4,10800,14.42,1,0.32,2,4,3436
25,40000,3,9.0,2,1,2400,5.42,0,0.06,1,3,2119
26,69000,2,2.0,5,1,11000,,0,0.16,1,2,10599
24,60996,3,8.0,4,1,5000,,0,0.08,1,2,5496
21,62316,2,5.0,4,1,10000,7.66,0,0.16,1,4,9531
23,63000,3,1.0,2,2,18000,10.99,0,0.29,1,3,1015
25,37200,2,,2,2,10000,9.91,0,0.27,1,3,3546
31,50000,3,4.0,2,5,6800,19.29,0,0.14,1,8,22080
38,225000,3,16.0,2,4,15000,15.62,0,0.07,1,17,29355
36,72000,1,5.0,1,2,6000,11.36,0,0.08,1,17,30831
37,54000,3,15.0,4,3,5400,13.99,1,0.1,2,17,29957
25,130000,2,0.0,4,1,6325,6.54,0,0.05,1,3,15326
22,38000,3,2.0,2,3,1500,13.22,0,0.04,2,2,1592
25,12600,1,3.0,3,3,1750,13.61,0,0.14,1,3,107
30,60000,3,1.0,5,2,5000,,0,0.08,1,7,20987
27,159600,2,1.0,4,2,25000,,0,0.16,1,8,27540
23,45000,2,0.0,5,1,1450,,0,0.03,1,2,5411
40,35000,2,3.0,2,2,4000,10.37,0,0.11,1,17,29510
21,15360,3,0.0,2,2,1600,12.69,0,0.1,1,2,1660
23,160000,2,1.0,1,3,35000,15.23,0,0.22,2,2,15739
30,91000,2,14.0,1,2,13600,12.42,0,0.15,1,7,25732
38,40000,2,4.0,3,2,4000,12.21,0,0.1,1,13,29724
23,29000,3,4.0,4,4,13450,12.61,1,0.46,1,3,2201
27,24000,3,2.0,1,3,5000,14.72,0,0.21,1,10,23129
40,300000,2,3.0,1,3,16000,14.17,0,0.05,2,14,31742
26,32000,3,6.0,3,1,10000,6.99,1,0.31,1,3,10519
23,45000,3,7.0,2,1,10000,6.62,0,0.22,1,4,10870
23,62000,2,0.0,1,4,18000,14.46,0,0.29,2,3,9447
43,112000,2,14.0,3,4,25000,14.96,0,0.22,1,16,32120
31,45000,3,5.0,4,1,14000,7.91,1,0.31,1,5,26026
23,38400,3,7.0,2,1,15000,6.17,1,0.39,1,2,14694
25,49029,3,8.0,4,2,2000,11.99,0,0.04,1,2,14632
29,48000,2,1.0,1,3,7000,12.68,0,0.15,2,6,21337
22,31000,3,5.0,3,2,5550,11.36,1,0.18,1,3,17393
26,67500,3,0.0,2,2,3000,8.88,0,0.04,1,2,2881
22,14400,3,2.0,1,5,1000,16.69,1,0.07,2,3,894
24,38400,2,7.0,2,3,10000,14.72,0,0.26,1,2,3810
27,156000,2,8.0,2,4,15000,14.61,0,0.1,1,6,27525
22,130000,2,3.0,1,2,24250,12.18,0,0.19,1,4,15346
25,120000,2,2.0,2,2,13000,9.99,0,0.11,1,4,14992
24,29140,3,1.0,1,3,2250,12.73,0,0.08,1,4,2051
24,30000,3,1.0,1,3,9500,13.92,1,0.32,1,2,10084
22,20400,3,1.0,1,1,3500,6.99,0,0.17,1,2,3122
22,28800,3,5.0,4,2,9000,10.99,1,0.31,1,2,9782
26,67000,3,2.0,1,2,7600,10.0,0,0.11,1,4,8463
24,45000,3,3.0,3,1,7800,7.51,0,0.17,1,2,16083
23,29000,3,1.0,4,6,5000,,1,0.17,2,3,4834
31,33225,2,13.0,3,2,13500,10.59,0,0.41,1,6,19315
59,42000,3,14.0,3,1,9600,7.66,0,0.23,1,19,32293
30,60000,3,8.0,4,1,5000,,0,0.08,1,8,20981
23,57000,3,0.0,2,3,12000,,0,0.21,1,4,2783
24,60000,2,5.0,5,1,7000,7.14,0,0.12,1,2,9044
22,60000,3,0.0,5,3,9000,,0,0.15,1,2,5141
31,39000,3,2.0,3,3,7000,,0,0.18,1,9,22243
27,43000,3,11.0,3,2,3000,10.99,0,0.07,1,7,19317
26,100000,3,6.0,1,3,14000,13.85,0,0.14,1,4,14099
24,30000,3,8.0,1,2,4800,11.49,0,0.16,1,2,4390
21,12000,1,6.0,2,3,3000,13.61,1,0.25,2,3,73
24,40000,2,2.0,1,2,10000,11.83,0,0.25,1,3,4317
25,71711,2,9.0,2,2,4800,,0,0.07,1,3,11060
23,12000,3,0.0,4,1,2100,8.94,1,0.17,1,2,1966
25,40000,1,3.0,2,4,12000,14.83,0,0.3,1,4,4229
28,29000,3,6.0,2,3,13000,14.26,1,0.45,2,8,19112
34,130000,3,2.0,1,2,8000,10.99,0,0.06,1,10,23295
24,26400,3,3.0,5,2,4000,,1,0.15,1,3,3754
30,23000,3,5.0,1,4,3250,14.11,0,0.14,2,7,19573
29,80000,2,13.0,2,1,10000,7.9,0,0.13,1,9,24903
25,34000,3,10.0,5,2,20000,8.88,1,0.59,1,2,17442
23,30000,3,4.0,5,3,7925,15.27,0,0.26,2,4,8551
23,24000,3,0.0,2,3,2000,12.61,0,0.08,2,3,1798
26,170000,2,0.0,1,2,20000,10.37,0,0.12,1,4,16376
22,34000,3,6.0,5,2,14000,10.62,1,0.41,1,4,2007
46,60000,2,1.0,2,3,5000,11.72,0,0.08,1,16,30510
32,42000,3,0.0,5,1,8400,7.88,0,0.2,1,9,23355
31,99504,3,5.0,5,3,7500,13.57,0,0.08,1,10,22631
24,30000,3,2.0,4,3,6600,13.06,1,0.22,1,2,7392
23,34000,2,7.0,5,2,19000,11.48,0,0.56,1,4,2758
30,34000,3,3.0,3,1,9000,,0,0.26,1,8,23461
28,59004,2,1.0,5,1,8000,7.37,1,0.14,1,10,28191
27,112921,2,11.0,4,5,19000,16.35,0,0.17,1,10,26661
23,54000,3,8.0,1,2,12000,11.36,0,0.22,1,2,2752
23,36000,3,1.0,4,1,5600,7.9,0,0.16,1,4,5944
22,33600,2,6.0,1,1,5000,7.14,0,0.15,1,3,2676
37,20800,3,3.0,1,6,4000,19.41,0,0.19,1,16,29625
27,51600,2,2.0,1,4,13650,16.29,1,0.26,1,9,22606
29,40000,3,2.0,5,4,7000,14.91,1,0.17,2,9,22303
30,15600,2,,5,1,6250,5.79,1,0.4,1,6,18037
30,90000,3,3.0,4,3,12000,12.29,0,0.13,1,5,25508
21,41000,3,2.0,5,3,4500,13.49,1,0.11,1,3,4246
37,84000,2,11.0,4,3,8225,12.99,0,0.1,2,11,31098
24,36816,3,0.0,3,2,8000,10.65,1,0.22,1,4,8854
33,39504,2,17.0,2,1,3000,7.37,0,0.08,1,5,20099
28,170000,2,4.0,2,4,20000,,0,0.12,2,10,27585
22,49176,3,7.0,4,3,17500,13.85,1,0.36,1,2,1099
24,41000,3,3.0,2,2,7200,12.53,0,0.18,1,2,8039
23,60000,3,4.0,3,2,12500,10.25,0,0.21,1,3,13527
23,32400,3,6.0,1,2,3000,10.0,0,0.09,1,2,2575
28,70000,3,4.0,4,2,2400,10.65,0,0.03,1,7,19056
28,85000,2,0.0,2,5,24000,19.03,0,0.28,1,7,25308
34,55000,3,0.0,4,2,10000,9.51,0,0.18,1,5,24368
24,79000,3,0.0,4,2,8000,11.49,0,0.1,1,2,9439
22,29000,3,0.0,4,4,4200,,1,0.14,1,2,10973
25,61000,3,9.0,4,1,6000,,0,0.1,1,3,17415
22,51000,3,6.0,1,2,5650,9.91,0,0.11,1,4,6026
33,58344,3,5.0,1,4,11975,16.29,0,0.21,2,9,24913
26,44400,2,,5,3,6500,14.35,0,0.15,1,3,17587
24,60000,3,4.0,4,1,10000,7.49,0,0.17,1,4,11387
34,80000,3,4.0,1,1,5000,,0,0.06,1,9,21047
22,63000,2,6.0,4,2,15000,,0,0.24,1,3,9628
30,85000,2,2.0,2,3,25000,12.84,0,0.29,2,8,25393
24,75000,2,4.0,3,3,11125,13.49,0,0.15,1,4,11452
26,105000,2,2.0,4,2,7200,10.65,0,0.07,1,4,14331
30,72000,3,12.0,2,1,12400,,0,0.17,1,5,25635
27,180000,2,2.0,4,3,8000,13.23,0,0.04,2,7,27622
36,56500,2,7.0,1,1,12000,7.49,0,0.21,1,17,30342
25,38000,3,8.0,4,3,16000,12.87,1,0.42,2,3,1222
42,150000,2,0.0,4,1,16000,8.49,0,0.11,1,12,31647
44,49200,2,2.0,1,4,3600,16.29,0,0.07,2,14,30047
26,95000,3,9.0,4,4,18000,15.31,0,0.19,1,3,1060
22,36000,2,0.0,3,1,2000,,0,0.06,1,4,3272
24,32000,3,1.0,4,1,5000,,0,0.16,1,3,4778
35,100843,2,6.0,4,3,2800,12.87,0,0.03,1,5,26292
24,95000,2,8.0,1,4,16000,15.33,0,0.17,1,3,13692
23,66000,3,6.0,1,1,24000,,1,0.36,1,4,422
24,19200,3,0.0,2,2,6000,10.59,1,0.31,1,3,6122
27,120000,2,0.0,3,1,7000,7.49,0,0.06,1,9,26832
22,28800,3,2.0,5,3,4000,13.48,0,0.14,1,2,3775
27,27996,3,0.0,3,2,12250,11.26,1,0.44,1,7,25605
27,140004,2,11.0,1,1,9800,5.42,0,0.07,1,6,27346
32,82000,2,13.0,3,2,10000,10.36,0,0.12,1,9,25134
25,40000,3,6.0,2,2,10400,9.91,0,0.26,1,4,3532
29,54996,3,1.0,1,2,10000,9.99,0,0.18,1,10,24339
53,28000,3,2.0,5,3,7000,6.0,0,0.25,1,26,32260
28,46000,3,6.0,4,2,5500,11.11,1,0.12,1,10,21219
27,140000,2,7.0,3,1,18000,7.9,0,0.13,1,9,27296
36,430000,3,2.0,1,3,25000,13.8,0,0.06,2,16,29084
65,46000,3,5.0,1,5,10500,16.32,0,0.23,2,24,32201
33,33996,2,4.0,3,1,10000,,0,0.29,1,10,19366
22,18996,3,4.0,4,4,6000,14.74,1,0.32,2,3,6116
22,60000,2,7.0,2,4,10000,,0,0.17,1,3,9195
29,52800,2,7.0,2,4,25475,16.29,0,0.48,2,7,22032
46,70000,2,5.0,3,1,8000,7.29,0,0.11,1,13,30757
50,81510,2,6.0,4,1,5000,,0,0.06,1,14,31071
30,60000,3,11.0,5,1,5500,7.51,0,0.09,1,10,21223
29,34500,2,4.0,4,4,4500,14.42,1,0.13,1,7,19426
26,43680,3,5.0,4,2,5000,10.65,0,0.11,1,4,4998
23,16080,3,,5,4,3000,16.29,1,0.19,2,2,2491
26,37000,3,2.0,1,1,2500,7.14,0,0.07,1,3,2350
26,38004,3,3.0,4,3,10000,13.48,0,0.26,1,3,10692
24,51500,2,6.0,4,1,4000,7.51,0,0.08,1,2,7106
24,51000,3,8.0,4,3,16000,13.85,1,0.31,1,3,1266
30,200000,2,0.0,4,1,10000,8.59,0,0.05,1,10,28318
25,62903,2,9.0,4,2,3000,10.65,1,0.04,1,2,12982
25,130000,3,3.0,4,1,2000,6.99,0,0.02,1,4,1962
21,29000,3,2.0,1,3,12250,13.61,1,0.42,1,4,13250
27,38004,3,5.0,2,3,15000,12.73,1,0.39,1,10,26639
22,53808,2,5.0,3,1,6000,8.9,0,0.11,1,2,7542
26,108000,2,9.0,4,2,18300,,0,0.17,1,3,14483
25,66500,2,9.0,5,2,5000,9.63,0,0.08,1,3,10310
24,50000,2,7.0,4,3,6000,13.99,0,0.12,2,4,6584
22,45000,3,6.0,4,3,9425,13.49,0,0.21,2,2,10065
25,54000,3,2.0,3,3,24250,13.98,1,0.45,1,4,378
25,80000,3,6.0,2,3,12000,12.99,0,0.15,1,3,12934
29,76320,3,8.0,2,3,2500,12.61,0,0.03,2,10,19200
27,52000,3,0.0,4,2,5100,10.37,0,0.1,1,9,23050
25,39996,3,2.0,4,2,10000,10.99,0,0.25,1,4,17042
23,55000,1,5.0,1,3,15000,13.49,0,0.27,1,2,7865
21,90000,3,3.0,2,2,4800,9.62,0,0.05,1,3,4531
28,19000,3,1.0,5,2,9250,11.49,1,0.49,1,7,23584
31,57006,3,7.0,1,1,6000,7.29,0,0.11,1,10,21642
24,126000,2,7.0,4,3,11800,,0,0.09,2,2,15244
37,72000,2,9.0,2,3,1600,13.92,0,0.02,2,16,30838
23,79000,2,7.0,2,1,17825,6.62,0,0.23,1,2,12051
24,51000,1,9.0,1,4,10000,15.31,0,0.2,2,2,7058
31,42000,3,4.0,2,2,10000,11.71,1,0.24,1,5,24205
24,44000,3,6.0,1,2,18000,12.18,1,0.41,1,2,977
39,70000,3,8.0,4,1,16000,7.9,0,0.23,1,14,29253
25,28000,1,4.0,1,2,12200,12.53,0,0.44,1,4,1630
28,32000,2,4.0,2,2,12000,12.69,1,0.38,1,10,19169
31,42000,3,6.0,2,4,1200,16.29,0,0.03,2,5,18687
24,110000,3,1.0,2,1,11200,7.49,0,0.1,1,4,12032
22,60000,2,2.0,2,1,1000,9.63,0,0.02,1,3,9228
28,30100,3,0.0,3,3,7800,14.35,0,0.26,1,10,22697
38,40000,2,5.0,4,1,10000,5.99,0,0.25,1,17,29699
30,50000,3,2.0,1,3,2000,14.79,0,0.04,1,10,26593
24,64000,2,8.0,1,2,1200,10.74,0,0.02,1,4,9754
21,45000,3,3.0,4,2,9600,12.18,0,0.21,1,3,10193
24,45000,2,8.0,4,1,7500,8.32,0,0.17,1,3,5584
22,98656,2,3.0,2,3,7500,13.06,1,0.08,2,3,14673
23,33000,3,7.0,3,4,5500,14.54,0,0.17,2,3,5835
23,36000,3,0.0,1,3,11000,13.11,1,0.31,2,3,3364
26,48000,2,10.0,4,1,4000,5.42,0,0.08,1,2,6062
30,24414,3,0.0,4,1,5000,6.91,0,0.2,1,5,23133
26,69780,3,3.0,3,1,6000,9.32,0,0.09,1,3,6839
27,160000,3,4.0,2,2,8000,12.42,0,0.05,1,9,23306
42,75000,2,2.0,2,2,9600,11.99,0,0.13,1,11,30897
24,115800,2,5.0,3,2,12000,10.99,0,0.1,1,3,14830
31,77000,2,4.0,1,3,10000,14.65,0,0.13,1,5,24715
35,75000,3,1.0,2,2,3300,11.71,0,0.04,1,9,19584
31,123000,3,2.0,1,1,7000,8.49,0,0.06,1,10,21957
24,65000,2,3.0,5,3,7000,13.61,0,0.11,2,3,10029
23,78000,3,5.0,1,2,17000,10.99,0,0.22,1,2,17076
23,78000,3,7.0,4,1,8100,7.29,0,0.1,1,2,16931
22,95000,2,1.0,1,3,7200,12.23,0,0.08,2,4,17583
27,130000,2,2.0,1,2,5000,9.99,0,0.04,1,9,27155
29,130000,1,7.0,1,3,7000,14.65,0,0.05,1,9,27133
24,45000,3,8.0,3,2,6000,,0,0.13,1,3,6520
37,39000,3,11.0,2,3,4000,14.65,1,0.1,2,15,30880
32,30000,3,1.0,5,3,13750,12.73,1,0.46,2,9,25991
23,41000,2,7.0,1,4,10000,14.96,0,0.24,2,2,4527
23,30000,3,3.0,2,2,6000,11.71,0,0.2,1,3,16727
24,51000,2,5.0,4,1,3600,7.14,0,0.07,1,2,7055
45,65993,2,3.0,2,4,9000,14.59,0,0.14,1,15,30668
28,48000,3,7.0,3,3,4000,14.35,0,0.08,1,10,28653
23,140000,2,4.0,3,1,12000,5.42,0,0.09,1,3,15488
35,80000,3,19.0,1,4,25000,14.09,1,0.31,2,10,17956
27,62900,3,9.0,4,4,7450,15.99,1,0.1,1,10,22472
48,40000,3,2.0,5,3,8050,12.98,0,0.2,1,13,30567
21,33388,3,3.0,2,2,1000,10.99,0,0.03,1,2,1364
32,46000,3,4.0,4,1,9000,7.51,0,0.2,1,9,23526
41,36000,2,5.0,1,1,2500,7.9,0,0.07,1,12,29545
24,46325,2,6.0,4,1,3600,7.68,0,0.08,1,4,5767
32,19200,3,0.0,2,2,5000,9.99,1,0.26,1,9,23084
33,90000,2,4.0,2,3,12000,12.98,0,0.13,1,5,28777
36,78000,2,7.0,5,3,9600,13.98,1,0.12,2,13,31218
29,48000,2,13.0,1,1,7000,8.49,0,0.15,1,9,21300
22,51500,2,6.0,2,2,7500,9.88,0,0.15,1,3,7107
21,57000,3,6.0,4,4,10800,16.77,1,0.19,1,4,3460
32,34000,2,5.0,5,1,4000,7.49,0,0.12,1,9,19379
35,18200,3,4.0,4,2,2725,,0,0.15,1,8,25694
23,61836,2,4.0,5,4,1700,16.77,1,0.03,1,4,10436
28,35000,1,6.0,1,3,5000,14.27,0,0.14,2,10,19463
31,96588,3,2.0,4,2,20000,10.95,0,0.21,1,9,18323
22,50000,3,4.0,3,1,10000,6.17,0,0.2,1,3,16067
29,60096,2,3.0,2,1,3000,7.66,0,0.05,1,10,23131
31,120000,2,0.0,1,1,12000,6.03,0,0.1,1,6,26828
32,28600,3,3.0,1,2,6700,10.37,0,0.23,1,9,22068
22,57000,2,6.0,2,2,25000,9.01,0,0.44,1,2,8348
43,54000,3,0.0,5,1,3000,8.94,0,0.06,1,14,29483
29,160800,3,3.0,1,2,4800,10.99,0,0.03,1,5,18070
23,34255,3,7.0,1,7,6000,22.11,1,0.18,2,3,6450
27,85000,2,11.0,3,1,10000,7.49,0,0.12,1,8,25341
22,70000,3,2.0,5,2,18750,10.38,0,0.27,1,2,923
28,99000,2,12.0,1,2,18000,9.76,0,0.18,1,7,26116
33,33500,3,0.0,2,1,6000,,0,0.18,1,9,21442
29,60000,2,0.0,4,2,20000,12.53,0,0.33,1,7,23059
22,75000,2,2.0,4,1,8150,7.51,0,0.11,1,4,11487
23,45300,2,3.0,2,4,5550,15.37,0,0.12,2,3,5614
26,48000,2,7.0,4,3,16750,14.26,0,0.35,2,3,6211
22,32968,3,2.0,5,4,5000,14.61,1,0.15,1,3,4788
30,54000,2,3.0,2,3,5000,12.61,1,0.09,2,10,22956
33,44000,3,10.0,4,2,13000,9.91,1,0.3,1,6,19130
27,40992,3,0.0,4,3,10000,14.27,0,0.24,2,6,24016
26,36000,3,4.0,4,1,11200,,1,0.31,1,3,11967
23,100000,2,0.0,3,1,7000,8.59,0,0.07,1,3,14148
25,42000,3,2.0,2,1,3150,5.79,0,0.07,1,4,2960
24,42000,2,8.0,3,4,2500,15.28,0,0.06,2,2,17670
27,50000,3,5.0,1,2,12000,10.37,0,0.24,1,9,19370
26,95000,2,1.0,3,2,24000,10.99,0,0.25,1,3,13636
22,150000,2,6.0,3,4,18000,15.2,0,0.12,1,4,15639
21,20000,3,4.0,3,2,6400,10.99,1,0.32,1,3,7520
34,182500,2,6.0,4,3,15000,12.84,0,0.08,2,9,27627
26,83000,2,11.0,5,2,25000,,0,0.3,1,3,12575
23,59000,3,7.0,3,4,2500,14.96,0,0.04,1,2,2401
29,59000,2,6.0,4,1,10000,6.91,0,0.17,1,5,22749
24,84996,1,4.0,3,4,8000,15.57,0,0.09,2,2,12699
23,32993,3,6.0,4,2,4000,11.71,1,0.12,1,4,3833
29,125000,2,0.0,4,3,10000,14.35,0,0.08,2,9,27042
26,45000,3,1.0,4,1,4800,5.42,0,0.11,1,2,4445
44,119000,3,0.0,5,1,5900,6.17,0,0.05,1,14,30011
27,25200,2,11.0,1,1,4500,5.42,0,0.18,1,6,18595
25,30000,3,9.0,2,4,6000,14.74,1,0.2,2,4,6369
22,55000,3,0.0,5,4,15000,14.83,1,0.27,2,4,15328
24,91000,2,0.0,5,2,7500,10.39,0,0.08,1,2,13425
29,29000,3,3.0,1,3,5000,15.23,0,0.17,2,7,20532
28,74600,1,12.0,3,3,9500,10.78,0,0.13,1,9,24443
23,34780,3,5.0,3,4,7500,12.61,0,0.22,1,4,8233
22,51996,2,6.0,2,1,9600,7.14,0,0.18,1,4,7159
22,80750,2,1.0,4,4,24000,15.99,1,0.25,1,4,14446
24,121000,3,8.0,3,1,20000,8.9,0,0.17,1,4,16775
22,85000,2,6.0,2,3,5000,12.61,0,0.06,1,2,12832
42,100000,2,7.0,2,3,5000,14.26,0,0.05,1,12,31922
29,70000,3,4.0,2,5,5000,,0,0.07,1,6,21029
38,89000,2,2.0,3,1,6000,5.42,0,0.07,1,13,31182
30,54000,2,12.0,4,3,15000,14.72,0,0.28,2,9,22174
33,19200,3,,3,2,6000,10.65,1,0.31,1,6,21351
25,85000,2,4.0,1,3,20000,13.92,0,0.24,1,3,12891
35,100000,2,14.0,3,1,10000,6.62,0,0.1,1,8,28165
22,88000,3,6.0,5,4,25000,15.58,1,0.28,2,2,287
23,52176,2,3.0,2,2,7500,10.59,0,0.14,1,3,7334
31,72000,3,0.0,4,1,8000,7.9,0,0.11,1,7,23221
29,39000,3,0.0,1,4,4000,15.99,1,0.1,2,5,24471
25,48600,3,0.0,4,1,12000,,0,0.25,1,2,17399
27,112000,2,12.0,2,3,15000,13.49,0,0.13,1,8,26641
26,42000,3,1.0,4,1,10000,6.54,0,0.24,1,4,10817
25,220000,2,5.0,1,2,25000,10.75,0,0.11,1,2,15874
31,25000,1,3.0,4,3,3500,13.49,0,0.14,1,9,18544
38,32000,3,0.0,5,2,6000,11.36,1,0.19,1,16,30036
30,85000,3,3.0,4,2,25000,12.21,0,0.29,1,6,17980
26,26000,3,10.0,2,2,20050,9.76,1,0.77,1,2,578
24,50000,2,8.0,2,2,15000,9.99,0,0.3,1,3,6612
27,140000,3,0.0,1,2,5000,9.99,0,0.04,1,8,21108
22,92000,3,6.0,1,6,20000,15.65,0,0.22,2,2,798
36,9600,2,1.0,1,2,3250,11.49,1,0.34,1,15,31765
24,33390,2,4.0,4,1,10000,,0,0.3,1,4,2638
29,59000,2,7.0,5,2,15000,9.76,1,0.25,1,8,23651
35,58788,2,8.0,5,2,2200,11.99,0,0.04,1,6,22722
27,26237,3,0.0,1,3,12000,13.22,1,0.46,1,5,24931
42,51000,1,6.0,1,2,18000,9.91,0,0.35,1,13,30154
27,29004,3,6.0,5,1,7000,6.03,0,0.24,1,10,22203
24,27000,3,1.0,4,4,1500,16.29,1,0.06,2,4,1546
34,60000,3,1.0,2,2,10000,9.62,0,0.17,1,9,24429
24,38112,3,2.0,3,1,6800,7.68,0,0.18,1,3,7477
28,68900,2,1.0,3,5,18000,17.39,1,0.26,1,7,24451
22,36500,3,0.0,1,1,18725,6.54,1,0.51,1,3,924
28,285000,2,4.0,3,5,25000,16.32,0,0.09,1,6,17782
24,24148,3,1.0,2,2,9975,11.48,1,0.41,1,4,4650
34,91000,2,19.0,1,2,15000,,0,0.16,1,10,25740
23,55000,2,7.0,5,2,15000,9.2,0,0.27,1,4,8072
24,57600,3,3.0,3,3,5275,13.49,0,0.09,2,2,5724
22,33300,3,0.0,4,2,13250,,1,0.4,1,3,17473
29,16800,3,9.0,4,4,2750,14.84,1,0.16,2,10,25688
23,19200,3,0.0,3,2,3000,9.99,1,0.16,1,3,2517
34,334000,1,18.0,2,3,18000,12.68,0,0.05,2,10,17756
32,49268,3,11.0,1,1,12000,5.79,0,0.24,1,6,19364
32,70000,3,2.0,4,3,15000,14.27,0,0.21,2,5,27250
37,50000,3,1.0,5,3,8000,,0,0.16,1,16,30465
23,65500,2,3.0,3,2,16800,,0,0.26,1,2,10186
23,30000,2,2.0,2,5,12000,16.45,0,0.4,2,3,2038
22,61000,3,3.0,4,2,5000,9.99,0,0.08,1,2,5497
27,48996,2,0.0,4,2,5000,11.83,0,0.1,1,10,21456
24,65000,2,3.0,3,2,12000,9.91,0,0.18,1,3,9853
25,50400,2,,4,1,6000,7.14,0,0.12,1,4,6953
22,21000,3,0.0,2,3,2000,14.22,0,0.1,2,3,1784
24,32400,3,0.0,4,3,1200,13.11,0,0.04,2,2,1468
45,115000,2,8.0,1,1,8000,8.94,0,0.07,1,11,31468
24,55000,3,4.0,1,1,5000,8.0,0,0.09,1,3,5431
39,33100,3,3.0,5,3,8000,14.26,1,0.24,2,12,30432
22,95000,2,6.0,4,1,12000,7.51,0,0.13,1,3,13683
23,32000,3,4.0,2,1,6400,8.9,0,0.2,1,4,7552
24,35000,1,2.0,1,2,3600,9.99,0,0.1,1,4,2962
23,100000,2,7.0,3,2,11200,11.49,0,0.11,1,2,14038
27,24960,3,3.0,5,2,10750,10.25,1,0.43,1,10,19803
24,38004,1,3.0,2,3,3000,13.35,0,0.08,2,2,12597
22,90000,3,4.0,2,4,5000,14.96,0,0.06,2,4,5645
25,100000,3,7.0,4,3,9000,11.34,0,0.09,2,4,5212
57,62004,2,13.0,3,3,2000,13.72,0,0.03,2,24,32286
23,35000,3,3.0,5,3,10000,13.22,0,0.29,1,2,10589
23,155004,3,4.0,4,3,1500,,0,0.01,1,3,1654
24,41100,1,,3,1,5600,6.03,0,0.14,1,3,4561
29,45000,3,9.0,3,2,14000,12.69,1,0.31,1,5,26024
26,120000,2,10.0,3,3,10000,12.73,0,0.08,1,3,15036
22,105000,2,2.0,1,5,15000,15.95,0,0.14,1,3,14363
25,35364,3,0.0,1,1,10000,9.32,0,0.28,1,4,16527
21,37200,1,5.0,1,1,7000,8.49,0,0.19,1,4,12766
25,90000,1,9.0,4,1,10000,8.0,0,0.11,1,4,13359
29,27996,1,5.0,4,1,1800,5.42,0,0.06,1,6,18736
23,32000,3,3.0,5,4,20000,12.61,1,0.63,1,4,584
23,33280,3,2.0,2,1,10000,7.51,0,0.3,1,4,10548
24,50000,2,3.0,4,2,12000,,0,0.24,1,3,6812
24,48000,3,0.0,2,1,6000,,0,0.13,1,3,6554
28,52000,3,3.0,4,2,7000,11.99,0,0.13,1,8,22326
24,50000,2,7.0,1,2,7500,11.71,0,0.15,1,4,6496
25,35000,3,2.0,3,1,7000,8.94,0,0.2,1,3,7762
28,25000,2,5.0,4,3,6000,14.72,0,0.24,1,10,18563
31,96000,1,3.0,3,2,10000,9.99,0,0.1,1,6,25976
22,45000,3,5.0,4,3,2500,14.35,0,0.06,2,2,2378
25,75000,2,5.0,5,2,10000,10.74,0,0.13,1,4,11560
32,140000,2,3.0,2,2,5000,10.38,0,0.04,1,6,27327
27,35000,3,3.0,4,2,10000,9.88,0,0.29,1,8,23894
42,50000,2,5.0,2,2,7000,,0,0.14,1,12,30106
25,55000,3,1.0,4,1,7200,7.9,0,0.13,1,2,8081
29,80000,3,13.0,4,2,15000,10.37,0,0.19,1,8,27408
28,78000,2,4.0,4,2,24000,10.25,1,0.31,1,8,25667
24,42000,2,5.0,5,1,19200,7.9,0,0.46,1,2,4617
35,75000,2,5.0,5,3,4000,14.27,0,0.05,2,5,24469
22,52700,2,2.0,2,1,5000,9.63,0,0.09,1,4,7363
